sentiment,sentence_stemmed,sentence_stemmed_str
1,"['stanwyck', 'morgan', 'perfectli', 'cast', 'mani', 'way', 'modern', 'equival', 'dicken', 'christma', 'carol', 'sensibl']",stanwyck morgan perfectli cast mani way modern equival dicken christma carol sensibl
1,"['success', 'film', 'depend', 'cast', 'sydney', 'greenstreet', 'alexand', 'yardley', 'charact']",success film depend cast sydney greenstreet alexand yardley charact
1,"['attract', 'set', 'use', 'throughout', 'film', 'eyepleas', 'gem']",attract set use throughout film eyepleas gem
0,"['im', 'big', 'fan', 'rpg', 'game', 'movi', 'disgrac', 'selfrespect', 'rpger']",im big fan rpg game movi disgrac selfrespect rpger
0,"['line', 'cut', 'audio', 'everyth', 'wrong']",line cut audio everyth wrong
0,"['find', 'better', 'movi', 'youtub']",find better movi youtub
0,"['top', 'line', 'dont', 'wast', 'time', 'money', 'one', 'bad', 'come']",top line dont wast time money one bad come
0,"['lassi', 'movi', 'put', 'sleep', 'forev']",lassi movi put sleep forev
0,"['that', 'id', 'describ', 'pain', 'dreari', 'timewast', 'film']",that id describ pain dreari timewast film
0,"['mediocr', 'everi', 'aspect', 'becom', 'dull', 'uninterest', 'mess', 'one', 'forgett', 'movi', 'ive', 'seen']",mediocr everi aspect becom dull uninterest mess one forgett movi ive seen
0,"['isnt', 'even', 'achiev', 'sobaditsgood', 'sobaditsmemor', 'movi']",isnt even achiev sobaditsgood sobaditsmemor movi
0,"['empti', 'hollow', 'shell', 'movi']",empti hollow shell movi
0,"['serious', 'worth', 'wast', 'kid', 'time']",serious worth wast kid time
0,"['avoid', 'avoid', 'avoid']",avoid avoid avoid
0,"['drive', 'bark', 'mad']",drive bark mad
1,"['transfer', 'good']",transfer good
1,"['nice', 'relax', 'late', 'night', 'view']",nice relax late night view
1,"['movi', 'full', 'wonder', 'danc', 'henc', 'titl']",movi full wonder danc henc titl
1,"['great', 'music', 'terrif', 'sceneri']",great music terrif sceneri
1,"['handl', 'tough', 'issu', 'digniti', 'grace', 'cours', 'shock', 'spoiler']",handl tough issu digniti grace cours shock spoiler
1,"['happi', 'wonder', 'feel', 'good', 'end']",happi wonder feel good end
1,"['point', 'journey', 'journey', 'touch', 'everi', 'member', 'famili']",point journey journey touch everi member famili
1,"['one', 'movi', 'need', 'see', 'whenev', 'come', 'tvnever', 'mind', 'fact', 'alreadi', 'memor']",one movi need see whenev come tvnever mind fact alreadi memor
0,"['noth', 'new']",noth new
0,"['done', 'second', 'movi']",done second movi
0,"['movi', 'almost', 'action', 'scene', 'littl', 'comedi']",movi almost action scene littl comedi
0,"['plot', 'hole', 'pair', 'fishnet', 'stock', 'direct', 'edit', 'astonishingli', 'ham', 'fist']",plot hole pair fishnet stock direct edit astonishingli ham fist
0,"['earth', 'iron', 'film']",earth iron film
1,"['saw', 'film', 'recommend']",saw film recommend
1,"['good', 'plot', 'hold', 'complet', 'attent', 'act', 'superb', 'tom', 'wilkinson', 'fantast', 'emili', 'watson', 'also', 'good']",good plot hold complet attent act superb tom wilkinson fantast emili watson also good
1,"['good', 'film', 'inde', 'great', 'uncondit', 'love']",good film inde great uncondit love
1,"['tom', 'wilkinson', 'charact', 'man', 'prepar', 'ordeal', 'begin', 'take', 'matter', 'hand', 'stori', 'progress', 'great', 'actor', 'give', 'perform', 'make', 'feel', 'charact', 'anguish', 'suffer']",tom wilkinson charact man prepar ordeal begin take matter hand stori progress great actor give perform make feel charact anguish suffer
1,"['emili', 'watson', 'charact', 'strong', 'give', 'quick', 'glanc', 'understand', 'everyth']",emili watson charact strong give quick glanc understand everyth
1,"['despit', 'pan', 'review', 'like', 'movi']",despit pan review like movi
1,"['fact', 'like', 'better', 'interview', 'vampir', 'like', 'lestat', 'stuart', 'townsend', 'better', 'cruis', 'attempt']",fact like better interview vampir like lestat stuart townsend better cruis attempt
1,"['aailiyah', 'pretti', 'good', 'akasha', 'place', 'compel', 'first', 'entranc', 'mini', 'danc', 'scene']",aailiyah pretti good akasha place compel first entranc mini danc scene
1,"['im', 'big', 'fan', 'seri', 'mostli', 'due', 'ann', 'rice', 'style', 'sensit', 'treatment']",im big fan seri mostli due ann rice style sensit treatment
1,"['guess', 'like', 'detail', 'dysfunctionh', 'believ']",guess like detail dysfunctionh believ
0,"['footbal', 'scene', 'end', 'perplex']",footbal scene end perplex
1,"['thought', 'act', 'skill']",thought act skill
1,"['meredith', 'better', 'right']",meredith better right
1,"['charm', 'film', 'wonder', 'sentiment', 'heart']",charm film wonder sentiment heart
1,"['rare', 'filmmak', 'take', 'time', 'tell', 'worthi', 'moral', 'tale', 'care', 'love', 'doesnt', 'fall', 'trap', 'overli', 'syrupi', 'indulg']",rare filmmak take time tell worthi moral tale care love doesnt fall trap overli syrupi indulg
1,"['nine', 'ten', 'truli', 'love', 'film']",nine ten truli love film
1,"['earli', 'film', 'futur', 'goremeist', 'lucio', 'fulci', 'good', 'addit', 'giallo', 'subgenr']",earli film futur goremeist lucio fulci good addit giallo subgenr
1,"['one', 'best', 'italian', 'thriller', 'earli']",one best italian thriller earli
1,"['standout', 'scene']",standout scene
0,"['scene', 'strong', 'unpleas']",scene strong unpleas
1,"['technic', 'film', 'well', 'made', 'impress', 'camerawork', 'solid', 'act', 'effect', 'music', 'riz', 'ortolani', 'particularli', 'good', 'recur', 'unaccompani', 'femal', 'vocal', 'sound', 'like', 'come', 'distant', 'hill']",technic film well made impress camerawork solid act effect music riz ortolani particularli good recur unaccompani femal vocal sound like come distant hill
1,"['still', 'wild', 'stuff', 'though', 'highli', 'recommend', 'fan', 'giallo', 'cinema']",still wild stuff though highli recommend fan giallo cinema
1,"['movi', 'interest', 'begin', 'end']",movi interest begin end
1,"['like', 'way', 'dustin', 'hoffman', 'charact', 'readi', 'everyth', 'stay', 'son']",like way dustin hoffman charact readi everyth stay son
1,"['movi', 'also', 'reveal']",movi also reveal
1,"['person', 'think', 'show', 'peopl', 'learn', 'find', 'compromis', 'self', 'without', 'involv', 'peopl', 'issu']",person think show peopl learn find compromis self without involv peopl issu
0,['bore'],bore
0,"['tire', 'cliché', 'lazi', 'write', 'come', 'thick', 'fast']",tire cliché lazi write come thick fast
1,"['ps', 'scene', 'movi', 'cool', 'central', 'charact', 'find', 'room', 'blown']",ps scene movi cool central charact find room blown
1,"['fresh', 'subtl', 'rather', 'sublim', 'effect']",fresh subtl rather sublim effect
1,"['italian', 'review', 'call', 'small', 'great', 'film', 'that', 'right']",italian review call small great film that right
1,"['actor', 'give', 'wonder', 'perform', 'especi', 'jennif', 'rubin', 'jami', 'harri', 'chang', 'nervou', 'starlet', 'begin', 'strang', 'event', 'part', 'cool', 'star']",actor give wonder perform especi jennif rubin jami harri chang nervou starlet begin strang event part cool star
1,"['learn', 'lot', 'real', 'insid', 'emot', 'peopl', 'movi', 'lot', 'movi', 'busi']",learn lot real insid emot peopl movi lot movi busi
1,"['movi', 'movi', 'situat', 'begin', 'game', 'play', 'act', 'coach', 'fascin']",movi movi situat begin game play act coach fascin
1,"['also', 'music', 'mark', 'snow', 'possibl', 'best', 'score', 'ive', 'ever', 'heard']",also music mark snow possibl best score ive ever heard
1,"['wont', 'forget', 'movi']",wont forget movi
0,"['film', 'made']",film made
0,"['film', 'ultracheap', 'look']",film ultracheap look
0,"['result', 'film', 'dont', 'look', 'right']",result film dont look right
0,"['none', 'engag', 'excit']",none engag excit
0,"['plot', 'nonsens', 'doesnt', 'interest', 'slightest', 'way', 'uniqu']",plot nonsens doesnt interest slightest way uniqu
0,"['foreign', 'worth', 'one', 'second', 'time']",foreign worth one second time
1,"['saw', 'child', 'tv', 'back', 'stranger', 'love']",saw child tv back stranger love
1,"['duet', 'astronaut', 'doctor', 'begin', 'movi', 'perfect', 'exchang', 'one', 'consid', 'movi', 'made', 'well', 'cold', 'war', 'astronaut', 'biggest', 'fear', 'crash', 'ussr']",duet astronaut doctor begin movi perfect exchang one consid movi made well cold war astronaut biggest fear crash ussr
1,"['movi', 'awesom']",movi awesom
1,"['love', 'realli', 'scari']",love realli scari
1,"['love', 'scream', 'movi', 'horror', 'movi', 'one', 'rank', 'way']",love scream movi horror movi one rank way
1,"['want', 'real', 'scare', 'rent', 'one']",want real scare rent one
1,"['extraordinari', 'film']",extraordinari film
1,"['courtroom', 'drama', 'compel', 'indict', 'american', 'justic', 'system', 'frighten']",courtroom drama compel indict american justic system frighten
1,"['film', 'highlight', 'fundament', 'flaw', 'legal', 'process', 'discov', 'guilt', 'innoc', 'rather', 'present', 'better', 'court']",film highlight fundament flaw legal process discov guilt innoc rather present better court
1,"['film', 'well', 'pace', 'underst', 'one', 'best', 'courtroom', 'documentari', 'ive', 'seen']",film well pace underst one best courtroom documentari ive seen
1,"['mostli', 'routin', 'factbas', 'tv', 'drama', 'get', 'boost', 'fine', 'perform', 'cole']",mostli routin factbas tv drama get boost fine perform cole
1,"['predict', 'bad', 'watch']",predict bad watch
1,"['clear', 'rang', 'abil', 'pull', 'part']",clear rang abil pull part
1,"['carri', 'movi', 'well']",carri movi well
1,"['constantin', 'give', 'everyth', 'right', 'intens', 'seem', 'good', 'understand', 'underli', 'psycholog', 'motiv']",constantin give everyth right intens seem good understand underli psycholog motiv
1,"['wonder', 'inspir', 'watch', 'hope', 'get', 'releas', 'video', 'dvd']",wonder inspir watch hope get releas video dvd
0,"['piec', 'trash', 'ever', 'releas', 'beyond', 'act', 'stori', 'charact', 'supposedli', 'special', 'effect', 'etcit', 'wrong']",piec trash ever releas beyond act stori charact supposedli special effect etcit wrong
0,"['fact', 'stinker', 'smell', 'like', 'directtovideo', 'releas']",fact stinker smell like directtovideo releas
0,"['avoid', 'cost']",avoid cost
0,"['star', 'trek', 'v', 'final', 'frontier', 'worst', 'seri']",star trek v final frontier worst seri
0,"['act', 'involv', 'includ', 'like', 'shatner', 'nimoy', 'bad', 'wash', 'make', 'seem', 'old', 'look', 'real', 'life', 'special', 'effect', 'tacki', 'like', 'spock', 'rescu', 'kirk', 'jet', 'pack', 'fall', 'mountain']",act involv includ like shatner nimoy bad wash make seem old look real life special effect tacki like spock rescu kirk jet pack fall mountain
0,"['attempt', 'humor', 'piti', 'stori', 'aw', 'dosent', 'bear', 'think', 'basic', 'involv', 'vulcan', 'steal', 'enterpris', 'find', 'god', 'serious', 'didnt', 'care', 'film', 'oh', 'mention', 'uhura', 'belli', 'danc', 'distract', 'male', 'guard']",attempt humor piti stori aw dosent bear think basic involv vulcan steal enterpris find god serious didnt care film oh mention uhura belli danc distract male guard
0,"['place', 'good', 'film', 'garbag']",place good film garbag
0,"['worst', 'one', 'seri']",worst one seri
1,"['edit', 'edit', 'film', 'phenomen', 'opinion']",edit edit film phenomen opinion
1,"['song', 'could', 'explain', 'emot', 'subject', 'better', 'jay', 'adam', 'unfortun', 'life', 'subject', 'talk', 'song', 'old', 'man', 'neil', 'young', 'play', 'evok', 'mani', 'emot']",song could explain emot subject better jay adam unfortun life subject talk song old man neil young play evok mani emot
1,"['cinematographi', 'film', 'shot', 'interest', 'way']",cinematographi film shot interest way
1,"['cours', 'footag', 'graini', 'enhanc', 'film']",cours footag graini enhanc film
1,"['film', 'offer', 'mani', 'delight', 'surpris']",film offer mani delight surpris
1,"['achil', 'philippa', 'beauti', 'sing', 'duet', 'giovanni', 'perfectli', 'describ', 'situat', 'movi', 'appreci', 'subtl', 'layer', 'excel', 'film']",achil philippa beauti sing duet giovanni perfectli describ situat movi appreci subtl layer excel film
1,"['stori', 'unfold', 'th', 'centuri', 'jutland', 'use', 'period', 'music', 'play', 'period', 'instrument', 'one', 'fine', 'touch']",stori unfold th centuri jutland use period music play period instrument one fine touch
1,"['share', 'gener', 'loewenhielm', 'exquisit', 'joy', 'partak', 'caill', 'en', 'sarcophag', 'even', 'though', 'watch', 'movi', 'wish', 'small', 'sampl', 'savor']",share gener loewenhielm exquisit joy partak caill en sarcophag even though watch movi wish small sampl savor
1,"['underst', 'film', 'leav', 'last', 'impress']",underst film leav last impress
1,"['warmth', 'gener', 'contrast', 'auster', 'backdrop']",warmth gener contrast auster backdrop
1,"['leav', 'theater', 'want', 'go', 'danc', 'star']",leav theater want go danc star
1,"['act', 'youd', 'expect', 'cast', 'top', 'notch']",act youd expect cast top notch
1,"['charact', 'flesh', 'surprisingli', 'well', 'particularli', 'grime', 'blake', 'actor', 'deliv', 'sharpli', 'script', 'line', 'right', 'amount', 'deadpan', 'tongu', 'cheek', 'make', 'dialogu', 'hilari', 'realist']",charact flesh surprisingli well particularli grime blake actor deliv sharpli script line right amount deadpan tongu cheek make dialogu hilari realist
1,"['angu', 'scrimm', 'also', 'turn', 'good', 'perform', 'somewhat', 'brief', 'memor', 'role', 'gentli', 'menac', 'violinplay', 'anatomist', 'doctor', 'quinn']",angu scrimm also turn good perform somewhat brief memor role gentli menac violinplay anatomist doctor quinn
1,"['conclus', 'love']",conclus love
1,"['long', 'time', 'sinc', 'entertain', 'movi']",long time sinc entertain movi
1,"['struggl', 'find', 'anyth', 'bad', 'say']",struggl find anyth bad say
1,"['mark', 'word', 'one', 'cult', 'film', 'like', 'evil', 'dead', 'phantasm', 'peopl', 'still', 'discov', 'fall', 'love', 'year', 'line']",mark word one cult film like evil dead phantasm peopl still discov fall love year line
1,"['pretti', 'surpris', 'wonder', 'film', 'made', 'hollywood', 'gener', 'collect', 'head', 'sand', 'concern', 'black', 'white', 'issu', 'time']",pretti surpris wonder film made hollywood gener collect head sand concern black white issu time
1,"['film', 'deserv', 'strong', 'kudo', 'take', 'stand', 'except', 'act', 'mostli', 'lesserknown', 'cast', 'superintellig', 'script', 'doesnt', 'insult', 'audienc', 'take', 'easi', 'way', 'come', 'white', 'racism']",film deserv strong kudo take stand except act mostli lesserknown cast superintellig script doesnt insult audienc take easi way come white racism
1,"['plu', 'movi', 'rather', 'modest', 'budget', 'fast', 'run', 'time', 'amaz', 'job']",plu movi rather modest budget fast run time amaz job
1,"['juano', 'hernandez', 'except', 'actor', 'play', 'support', 'role', 'mani', 'film', 'era', 'proud', 'black', 'man', 'accus', 'murder', 'white', 'man', 'south']",juano hernandez except actor play support role mani film era proud black man accus murder white man south
1,"['trumbul', 'love', 'luci']",trumbul love luci
1,"['see', 'kid', 'chanceit', 'open', 'amaz', 'dialog', 'far', 'race', 'relat', 'come', 'last', 'year']",see kid chanceit open amaz dialog far race relat come last year
1,"['see', 'film']",see film
1,"['year', 'howev', 'remind', 'us', 'huston', 'still', 'top', 'game', 'evinc', 'faith', 'adapt', 'jame', 'joyc', 'acclaim', 'novella', 'dead']",year howev remind us huston still top game evinc faith adapt jame joyc acclaim novella dead
1,"['feel', 'thoughtsgabriel', 'discomfort', 'danceal', 'intang', 'leap', 'life', 'come', 'within', 'viewer', 'grasp', 'huston', 'portray']",feel thoughtsgabriel discomfort danceal intang leap life come within viewer grasp huston portray
